TAXONOMY,Kingdom,Phylum,Class,Order,Family,Genus
ASV1467,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86_clade,NA,NA
ASV1468,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Rhodopirellula
ASV1469,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
ASV1470,Bacteria,Proteobacteria,Alphaproteobacteria,Parvibaculales,PS1_clade,NA
ASV1471,Bacteria,Planctomycetes,BD7-11,NA,NA,NA
ASV1472,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfobotulus
ASV1483,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Spirochaeta_2
ASV1514,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_II,NA
ASV1515,Bacteria,Proteobacteria,Gammaproteobacteria,Ectothiorhodospirales,Ectothiorhodospiraceae,NA
ASV1516,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,CL500-3
ASV1517,Bacteria,Marinimicrobia_(SAR406_clade),NA,NA,NA,NA
ASV1527,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Cryomorphaceae,NA
ASV1528,Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,Deferribacteraceae,Denitrovibrio
ASV1529,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,AKAU3564_sediment_group,NA
ASV1562,Bacteria,Marinimicrobia_(SAR406_clade),NA,NA,NA,NA
ASV1563,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,AEGEAN-169_marine_group,NA
ASV1564,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA
ASV1565,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Tropicimonas
ASV1568,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,Algisphaera
ASV1571,Bacteria,Firmicutes,Clostridia,Clostridiales,Defluviitaleaceae,Defluviitaleaceae_UCG-011
ASV1578,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Marinilabiliaceae,Carboxylicivirga
ASV1579,Bacteria,Proteobacteria,Gammaproteobacteria,MBAE14,NA,NA
ASV1581,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Marinifilaceae,NA
ASV1604,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Blfdi19,NA
ASV1605,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,FS140-16B-02_marine_group
ASV1606,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
ASV1607,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,Oligoflexaceae,NA
ASV1608,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_IV,NA
ASV1609,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Tenacibaculum
ASV1610,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Cryomorphaceae,NA
ASV1611,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Aurantivirga
ASV1613,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,AKAU3564_sediment_group,NA
ASV1653,Bacteria,Actinobacteria,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,NA
ASV1654,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
ASV1655,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XII,NA
ASV1660,Archaea,Nanoarchaeaeota,Woesearchaeia,NA,NA,NA
ASV1691,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Flammeovirgaceae,Flammeovirga
ASV1692,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
ASV1693,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
ASV1694,Bacteria,Proteobacteria,Alphaproteobacteria,Puniceispirillales,SAR116_clade,NA
ASV1695,Bacteria,Proteobacteria,NA,NA,NA,NA
ASV1699,Bacteria,Verrucomicrobia,Verrucomicrobiae,Opitutales,Puniceicoccaceae,Coraliomargarita
ASV1714,Bacteria,Lentisphaerae,Oligosphaeria,Oligosphaerales,NA,NA
ASV1715,Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,Deferribacteraceae,NA
ASV1742,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
ASV1743,NA,NA,NA,NA,NA,NA
ASV1744,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Tenacibaculum
ASV1745,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
ASV1746,Bacteria,Planctomycetes,BD7-11,NA,NA,NA
ASV1747,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas
ASV1748,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
ASV1749,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella_9
ASV1757,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,NA
ASV1763,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,NS11-12_marine_group,NA
ASV1768,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_Incertae_Sedis,Unknown_Family,NA
ASV1794,Bacteria,Proteobacteria,Deltaproteobacteria,PB19,NA,NA
ASV1795,Bacteria,Actinobacteria,Acidimicrobiia,Microtrichales,Microtrichaceae,Sva0996_marine_group
ASV1796,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cyclobacteriaceae,NA
ASV1797,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86_clade,NA,NA
ASV1798,Bacteria,Proteobacteria,Alphaproteobacteria,Puniceispirillales,SAR116_clade,NA
ASV1801,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Tenacibaculum
ASV1814,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,Micavibrionaceae,NA
ASV1848,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS5_marine_group
ASV1849,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
ASV1850,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,NS9_marine_group,NA
ASV1851,NA,NA,NA,NA,NA,NA
ASV1852,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,P3OB-42,NA
ASV1853,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,OM27_clade
ASV1854,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
ASV1855,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Marinifilaceae,Marinifilum
ASV1871,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA
ASV1873,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,NA
ASV1877,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Midichloriaceae,MD3-55
ASV1928,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86_clade,NA,NA
ASV1929,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,Aureispira
ASV1930,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Rhodopirellula
ASV1931,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA
ASV1932,Bacteria,Tenericutes,Mollicutes,Acholeplasmatales,Acholeplasmataceae,Acholeplasma
ASV1951,Bacteria,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Helicobacteraceae,NA
ASV1954,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio
ASV1996,Bacteria,Proteobacteria,Alphaproteobacteria,Puniceispirillales,SAR116_clade,NA
ASV1997,Archaea,Euryarchaeota,Thermoplasmata,Marine_Group_II,NA,NA
ASV1998,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Flammeovirgaceae,Flammeovirga
ASV1999,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
ASV2000,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,OM27_clade
ASV2001,Bacteria,Proteobacteria,Deltaproteobacteria,Bradymonadales,NA,NA
ASV2002,Bacteria,Verrucomicrobia,Verrucomicrobiae,Arctic97B-4_marine_group,NA,NA
ASV2003,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Magnetospiraceae,NA
ASV2004,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Blastopirellula
ASV2005,Archaea,Nanoarchaeaeota,Woesearchaeia,NA,NA,NA
ASV2006,Bacteria,Planctomycetes,OM190,NA,NA,NA
ASV2027,Bacteria,Proteobacteria,Deltaproteobacteria,Bradymonadales,NA,NA
ASV2032,Bacteria,Lentisphaerae,Lentisphaeria,Lentisphaerales,Lentisphaeraceae,Lentisphaera
ASV2078,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Cryomorphaceae,NA
ASV2079,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Methylophilaceae,OM43_clade
ASV2080,Bacteria,Chloroflexi,Dehalococcoidia,SAR202_clade,NA,NA
ASV2081,Bacteria,Chloroflexi,Dehalococcoidia,SAR202_clade,NA,NA
ASV2082,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
ASV2083,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
ASV2084,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
ASV2085,Bacteria,Cyanobacteria,Oxyphotobacteria,Synechococcales,Cyanobiaceae,Synechococcus_CC9902
ASV2086,Bacteria,Marinimicrobia_(SAR406_clade),NA,NA,NA,NA
ASV2087,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
ASV2088,Bacteria,Marinimicrobia_(SAR406_clade),NA,NA,NA,NA
ASV2089,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Blastopirellula
ASV2090,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Paludibacteraceae,NA
ASV2172,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
ASV2173,Bacteria,Proteobacteria,Deltaproteobacteria,PB19,NA,NA
ASV2174,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,OM27_clade
ASV2175,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,NA
ASV2176,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,Oligoflexaceae,NA
ASV2177,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_II,NA
ASV2178,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Magnetospiraceae,NA
ASV2179,Bacteria,Proteobacteria,Deltaproteobacteria,Bradymonadales,NA,NA
ASV2180,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Porticoccaceae,SAR92_clade
ASV2184,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Faecalibaculum
ASV2209,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Magnetospiraceae,NA
ASV2210,Bacteria,Planctomycetes,OM190,NA,NA,NA
ASV2216,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Rubinisphaeraceae,Fuerstia
ASV2277,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
ASV2278,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
ASV2279,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,MWH-UniP1_aquatic_group
ASV2280,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA
ASV2281,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
ASV2282,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Lentimicrobiaceae,NA
ASV2311,Bacteria,Planctomycetes,Phycisphaerae,MSBL9,SM23-30,NA
ASV2381,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Gimesiaceae,NA
ASV2382,Bacteria,Verrucomicrobia,Verrucomicrobiae,Opitutales,Puniceicoccaceae,Coraliomargarita
ASV2383,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
ASV2384,Bacteria,Verrucomicrobia,Verrucomicrobiae,Opitutales,Puniceicoccaceae,MB11C04_marine_group
ASV2385,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,S25-593,NA
ASV2386,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Litoricolaceae,Litoricola
ASV2387,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_III,NA
ASV2388,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cyclobacteriaceae,NA
ASV2389,Bacteria,Proteobacteria,Deltaproteobacteria,PB19,NA,NA
ASV2390,Bacteria,Actinobacteria,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,NA
ASV2391,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS5_marine_group
ASV2392,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
ASV2393,Bacteria,Verrucomicrobia,Verrucomicrobiae,Opitutales,Puniceicoccaceae,MB11C04_marine_group
ASV2394,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Cryomorphaceae,NA
ASV2395,Bacteria,Verrucomicrobia,Verrucomicrobiae,Opitutales,Puniceicoccaceae,Coraliomargarita
ASV2396,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XII,Fusibacter
ASV2397,Bacteria,Proteobacteria,Deltaproteobacteria,PB19,NA,NA
ASV2398,Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,Deferribacteraceae,Denitrovibrio
ASV2508,Archaea,Euryarchaeota,Thermoplasmata,Marine_Group_II,NA,NA
ASV2509,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,OM27_clade
ASV2510,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,NA,NA
ASV2511,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA
ASV2512,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Grimontia
ASV2513,Bacteria,Planctomycetes,OM190,NA,NA,NA
ASV2514,Bacteria,Planctomycetes,OM190,NA,NA,NA
ASV2515,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS4_marine_group
ASV2516,Bacteria,Proteobacteria,Alphaproteobacteria,Parvibaculales,PS1_clade,NA
ASV2549,Bacteria,Proteobacteria,Gammaproteobacteria,eub62A3,NA,NA
ASV2550,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Photobacterium
ASV2551,Bacteria,Bacteroidetes,Ignavibacteria,OPB56,NA,NA
ASV2563,Bacteria,Acidobacteria,Subgroup_22,NA,NA,NA
ASV2636,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Marinibacterium
ASV2637,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
ASV2638,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS5_marine_group
ASV2639,Archaea,Thaumarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Candidatus_Nitrosopelagicus
ASV2640,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Tenacibaculum
ASV2641,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Propionigenium
ASV2642,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Rhodopirellula
ASV2643,Bacteria,Bacteroidetes,Bacteroidia,NA,NA,NA
ASV2644,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,NS11-12_marine_group,NA
ASV2645,Bacteria,NA,NA,NA,NA,NA
ASV2646,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,Saprospira
ASV2647,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,OM27_clade
ASV2648,Bacteria,Cyanobacteria,Oxyphotobacteria,Synechococcales,Cyanobiaceae,Synechococcus_MBIC10613
ASV2649,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,CL500-3
ASV2650,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Blfdi19,NA
ASV2651,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,CL500-3
ASV2652,Bacteria,Verrucomicrobia,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,NA
ASV2653,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,NA
ASV2654,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Marinilabiliaceae,NA
ASV2655,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Marinilabiliaceae,NA
ASV2684,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Spongiibacteraceae,BD1-7_clade
ASV2694,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Terasakiellaceae,NA
ASV2780,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
ASV2781,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,NS7_marine_group,NA
ASV2782,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
ASV2783,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Propionigenium
ASV2784,Bacteria,Planctomycetes,BD7-11,NA,NA,NA
ASV2785,Bacteria,Proteobacteria,NA,NA,NA,NA
ASV2786,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,CL500-3
ASV2787,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystaceae,NA
ASV2788,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,S25-593,NA
ASV2789,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_II,NA
ASV2790,Bacteria,Verrucomicrobia,Verrucomicrobiae,Opitutales,Puniceicoccaceae,MB11C04_marine_group
ASV2791,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Aurantivirga
ASV2792,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
ASV2793,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,OM27_clade
ASV2794,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Lentimicrobiaceae,NA
ASV2795,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Sediminispirochaeta
ASV2796,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
ASV2831,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio
ASV2836,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Crocinitomix
ASV2950,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
ASV2951,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,OM27_clade
ASV2952,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,NA,NA
ASV2953,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,S25-593,NA
ASV2954,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
ASV2955,Bacteria,Marinimicrobia_(SAR406_clade),NA,NA,NA,NA
ASV2956,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Rhodopirellula
ASV2957,Bacteria,Proteobacteria,Gammaproteobacteria,Coxiellales,Coxiellaceae,Coxiella
ASV2958,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Porticoccaceae,SAR92_clade
ASV2959,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
ASV2960,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,Peredibacter
ASV2961,Bacteria,Proteobacteria,Gammaproteobacteria,Thiomicrospirales,Thiomicrospiraceae,Thiomicrospira
ASV2962,Bacteria,Proteobacteria,Deltaproteobacteria,PB19,NA,NA
ASV3010,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
ASV3067,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cyclobacteriaceae,NA
ASV3137,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,NA
ASV3138,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Tenacibaculum
ASV3139,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,Aureispira
ASV3140,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
ASV3141,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,Luminiphilus
ASV3142,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
ASV3143,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
ASV3144,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,OM27_clade
ASV3145,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA
ASV3146,Bacteria,Bacteroidetes,Bacteroidia,NA,NA,NA
ASV3147,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Nitrosomonadaceae,mle1-7
ASV3148,Archaea,Nanoarchaeaeota,Woesearchaeia,NA,NA,NA
ASV3149,Bacteria,Cloacimonetes,Cloacimonadia,Cloacimonadales,NA,NA
ASV3150,Bacteria,Tenericutes,Mollicutes,Izimaplasmatales,Izimaplasmataceae,Izimaplasma
ASV3151,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Nitrosomonadaceae,mle1-7
ASV3152,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidetes_BD2-2,NA
ASV3153,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS4_marine_group
ASV3154,Bacteria,NA,NA,NA,NA,NA
ASV3163,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Neisseriaceae,Neisseria
ASV3207,Bacteria,Planctomycetes,vadinHA49,NA,NA,NA
ASV3219,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cyclobacteriaceae,Persicobacter
ASV3351,Bacteria,Cyanobacteria,Oxyphotobacteria,NA,NA,NA
ASV3352,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS5_marine_group
ASV3353,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
ASV3354,Bacteria,Verrucomicrobia,Verrucomicrobiae,Opitutales,Puniceicoccaceae,Lentimonas
ASV3355,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
ASV3356,Eukaryota,NA,NA,NA,NA,NA
ASV3357,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
ASV3358,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,OM27_clade
ASV3359,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
ASV3360,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,S25-593,NA
ASV3361,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Blastopirellula
ASV3362,Bacteria,Proteobacteria,Gammaproteobacteria,KI89A_clade,NA,NA
ASV3363,Bacteria,Bacteroidetes,Bacteroidia,NA,NA,NA
ASV3364,Bacteria,Proteobacteria,Deltaproteobacteria,PB19,NA,NA
ASV3365,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Nitrosomonadaceae,IS-44
ASV3366,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Thalassobius
ASV3367,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,NA
ASV3368,Bacteria,Verrucomicrobia,Verrucomicrobiae,Opitutales,Puniceicoccaceae,Coraliomargarita
ASV3419,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Spirochaeta_2
ASV3440,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cyclobacteriaceae,NA
ASV3568,Bacteria,Proteobacteria,Deltaproteobacteria,PB19,NA,NA
ASV3569,Bacteria,Proteobacteria,Gammaproteobacteria,Francisellales,Francisellaceae,Fangia
ASV3570,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
ASV3571,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
ASV3572,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
ASV3573,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,NA
ASV3574,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
ASV3575,Bacteria,Lentisphaerae,Lentisphaeria,Lentisphaerales,Lentisphaeraceae,Lentisphaera
ASV3576,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
ASV3577,Bacteria,WPS-2,NA,NA,NA,NA
ASV3578,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,OM27_clade
ASV3579,Bacteria,Lentisphaerae,Lentisphaeria,Lentisphaerales,Lentisphaeraceae,Lentisphaera
ASV3580,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
ASV3581,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
ASV3582,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,Oligoflexaceae,NA
ASV3583,Bacteria,Verrucomicrobia,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,NA
ASV3584,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cyclobacteriaceae,Reichenbachiella
ASV3585,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Nitrosomonadaceae,mle1-7
ASV3586,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA
ASV3587,Bacteria,Verrucomicrobia,Verrucomicrobiae,Opitutales,Puniceicoccaceae,Lentimonas
ASV3588,Bacteria,Proteobacteria,Deltaproteobacteria,PB19,NA,NA
ASV3589,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
ASV3590,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Nitrincolaceae,Marinobacterium
ASV3591,Bacteria,Verrucomicrobia,Verrucomicrobiae,Opitutales,Puniceicoccaceae,Lentimonas
ASV3592,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Sediminispirochaeta
ASV3593,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA
